00:00:95	Sony Tektronix Corp.
10:2B:1C	Motorola Mobility LLC, a Lenovo Company
10:2B:41	Samsung Electronics Co.,Ltd
10:2F:CA	Apple, Inc.
10:30:25	Apple, Inc.
10:30:47	Samsung Electronics Co.,Ltd
10:32:1D	Huawei Technologies Co.,Ltd
10:32:7E	Huawei Device Co., Ltd.
10:39:17	Samsung Electronics Co.,Ltd
10:3B:59	Samsung Electronics Co.,Ltd
10:3C:59	zte corporation
10:3F:44	Xiaomi Communications Co Ltd
10:40:F3	Apple, Inc.
10:41:7F	Apple, Inc.
10:42:10	Apple, Inc.
10:44:00	Huawei Technologies Co.,Ltd
10:47:38	Nokia Shanghai Bell Co., Ltd.
10:47:80	Huawei Technologies Co.,Ltd
10:4F:A8	Sony Corporation
10:51:72	Huawei Technologies Co.,Ltd
10:52:BD	Huawei Technologies Co.,Ltd
10:5D:DC	Huawei Device Co., Ltd.
10:67:A3	Huawei Technologies Co.,Ltd
10:68:3F	LG Electronics (Mobile Communications)
10:71:00	Huawei Device Co., Ltd.
10:71:FA	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
10:77:B1	Samsung Electronics Co.,Ltd
10:7B:44	ASUSTek COMPUTER INC.
10:7B:CE	Nokia
10:7C:61	ASUSTek COMPUTER INC.
10:7D:C8	Apple, Inc.
10:82:D7	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
10:86:F4	Huawei Device Co., Ltd.
10:88:D3	Huawei Technologies Co.,Ltd
10:89:FB	Samsung Electronics Co.,Ltd
10:8A:7B	Nokia
10:8E:E0	Samsung Electronics Co.,Ltd
10:8F:FE	Huawei Technologies Co.,Ltd
10:92:66	Samsung Electronics Co.,Ltd
10:93:E9	Apple, Inc.
10:94:BB	Apple, Inc.
10:94:EF	Huawei Technologies Co.,Ltd
10:98:26	Nokia
10:9A:DD	Apple, Inc.
10:9D:7A	Huawei Device Co., Ltd.
10:9F:41	Apple, Inc.
10:A1:DA	Apple, Inc.
10:A2:D3	Apple, Inc.
10:A3:0F	Huawei Technologies Co.,Ltd
10:A4:DA	Huawei Technologies Co.,Ltd
10:AB:C9	Samsung Electronics Co.,Ltd
10:B1:F8	Huawei Technologies Co.,Ltd
10:B5:88	Apple, Inc.
10:B9:C4	Apple, Inc.
10:BC:36	Huawei Device Co., Ltd.
10:BC:97	vivo Mobile Communication Co., Ltd.
10:BD:3A	Apple, Inc.
10:BF:48	ASUSTek COMPUTER INC.
10:C1:72	Huawei Technologies Co.,Ltd
10:C3:7B	ASUSTek COMPUTER INC.
10:C3:AB	Huawei Technologies Co.,Ltd
10:C5:95	Lenovo
10:C6:1F	Huawei Technologies Co.,Ltd
10:CE:E9	Apple, Inc.
10:CF:0F	Apple, Inc.
10:D0:AB	zte corporation
10:D3:8A	Samsung Electronics Co.,Ltd
10:D5:42	Samsung Electronics Co.,Ltd
10:D9:A2	Google, Inc.
10:DA:49	Huawei Device Co., Ltd.
10:DA:63	Apple, Inc.
10:DD:B1	Apple, Inc.
10:E2:C9	Apple, Inc.
10:E4:C2	Samsung Electronics Co.,Ltd
10:E8:78	Nokia
10:E9:53	Huawei Device Co., Ltd.
10:EC:81	Samsung Electronics Co.,Ltd
10:F1:F2	LG Electronics (Mobile Communications)
10:F6:05	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
10:F6:81	vivo Mobile Communication Co., Ltd.
10:F9:6F	LG Electronics (Mobile Communications)
10:F9:EE	Nokia Corporation
10:FC:33	Huawei Device Co., Ltd.
14:00:7D	zte corporation
14:01:52	Samsung Electronics Co.,Ltd
14:05:89	Motorola Mobility LLC, a Lenovo Company
14:09:B4	zte corporation
14:09:DC	Huawei Technologies Co.,Ltd
14:0B:9E	Samsung Electronics Co.,Ltd
14:0F:42	Nokia
14:10:9F	Apple, Inc.
14:13:FB	Huawei Technologies Co.,Ltd
14:14:7D	Apple, Inc.
14:18:26	Nokia
14:1A:97	Apple, Inc.
14:1A:A3	Motorola Mobility LLC, a Lenovo Company
14:1B:A0	Apple, Inc.
14:1F:78	Samsung Electronics Co.,Ltd
14:20:04	zte corporation
14:20:5E	Apple, Inc.
14:22:3B	Google, Inc.
14:23:0A	Huawei Technologies Co.,Ltd
14:28:76	Apple, Inc.
14:2D:4D	Apple, Inc.
14:30:04	Huawei Technologies Co.,Ltd
14:30:C6	Motorola Mobility LLC, a Lenovo Company
14:32:D1	Samsung Electronics Co.,Ltd
14:35:B7	Apple, Inc.
14:36:05	Nokia Corporation
14:36:C6	Lenovo Mobile Communication Technology Ltd.
14:3B:51	Huawei Device Co., Ltd.
14:3C:C3	Huawei Technologies Co.,Ltd
14:3E:60	Nokia
14:3E:BF	zte corporation
14:3F:A6	Sony Home Entertainment&Sound Products Inc
14:46:58	Huawei Technologies Co.,Ltd
14:47:2D	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
14:49:20	Huawei Technologies Co.,Ltd
14:49:D4	Xiaomi Communications Co Ltd
14:50:51	SHARP Corporation
14:51:20	Huawei Device Co., Ltd.
14:55:94	Huawei Device Co., Ltd.
14:55:B9	Nokia Solutions and Networks GmbH & Co. KG
14:56:3A	Huawei Device Co., Ltd.
14:56:8E	Samsung Electronics Co.,Ltd
14:57:9F	Huawei Technologies Co.,Ltd
14:5A:05	Apple, Inc.
14:5E:69	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
14:5E:BC	Huawei Technologies Co.,Ltd
14:5F:94	Huawei Technologies Co.,Ltd
14:60:80	zte corporation
14:60:CB	Apple, Inc.
14:61:A4	Honor Device Co., Ltd.
14:65:6A	Huawei Technologies Co.,Ltd
14:6B:9A	zte corporation
14:77:40	Huawei Device Co., Ltd.
14:7A:E4	Apple, Inc.
14:7B:AC	Nokia
14:7D:DA	Apple, Inc.
14:7F:67	LG Innotek
14:7F:CE	Apple, Inc.
14:85:09	Apple, Inc.
14:87:6A	Apple, Inc.
14:88:E6	Apple, Inc.
14:89:CB	Huawei Technologies Co.,Ltd
14:89:FD	Samsung Electronics Co.,Ltd
14:8C:4A	Huawei Technologies Co.,Ltd
14:8F:79	Apple, Inc.
14:8F:C6	Apple, Inc.
14:94:6C	Apple, Inc.
14:95:CE	Apple, Inc.
14:96:E5	Samsung Electronics Co.,Ltd
14:98:77	Apple, Inc.
14:99:3E	Xiaomi Communications Co Ltd
14:99:E2	Apple, Inc.
14:9A:A3	Huawei Technologies Co.,Ltd
14:9B:F3	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
14:9D:09	Huawei Technologies Co.,Ltd
14:9D:99	Apple, Inc.
14:9F:3C	Samsung Electronics Co.,Ltd
14:9F:E8	Lenovo Mobile Communication Technology Ltd.
14:A0:F8	Huawei Technologies Co.,Ltd
14:A3:2F	Huawei Device Co., Ltd.
14:A3:64	Samsung Electronics Co.,Ltd
14:A3:B4	Huawei Device Co., Ltd.
14:A5:1A	Huawei Technologies Co.,Ltd
14:AB:02	Huawei Technologies Co.,Ltd
14:B4:84	Samsung Electronics Co.,Ltd
14:B9:03	Huawei Technologies Co.,Ltd
14:B9:68	Huawei Technologies Co.,Ltd
14:BB:6E	Samsung Electronics Co.,Ltd
14:BD:61	Apple, Inc.
14:C1:26	Nokia Corporation
14:C1:4E	Google, Inc.
14:C2:13	Apple, Inc.
14:C6:97	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
14:C8:8B	Apple, Inc.
14:C9:13	LG Electronics
14:CA:56	zte corporation
14:D0:0D	Apple, Inc.
14:D1:1F	Huawei Technologies Co.,Ltd
14:D1:69	Huawei Technologies Co.,Ltd
14:D1:9E	Apple, Inc.
14:D8:81	Beijing Xiaomi Mobile Software Co., Ltd
14:DA:B9	Huawei Device Co., Ltd.
14:DA:E9	ASUSTek COMPUTER INC.
14:DD:9C	vivo Mobile Communication Co., Ltd.
14:DD:A9	ASUSTek COMPUTER INC.
14:DE:39	Huawei Device Co., Ltd.
14:E0:1D	Samsung Electronics Co.,Ltd
14:EB:08	Huawei Technologies Co.,Ltd
14:F2:87	Apple, Inc.
14:F4:2A	Samsung Electronics Co.,Ltd
14:F6:5A	Xiaomi Communications Co Ltd
14:FB:70	Huawei Device Co., Ltd.
18:00:2D	Sony Corporation
18:01:F1	Xiaomi Communications Co Ltd
18:02:2D	Huawei Technologies Co.,Ltd
18:02:AE	vivo Mobile Communication Co., Ltd.
18:04:03	vivo Mobile Communication Co., Ltd.
18:0B:D0	Huawei Technologies Co.,Ltd
18:13:2D	zte corporation
18:14:56	Nokia Corporation
18:14:AE	Nokia
18:16:C9	Samsung Electronics Co.,Ltd
18:19:D6	Samsung Electronics Co.,Ltd
18:1E:B0	Samsung Electronics Co.,Ltd
18:20:32	Apple, Inc.
18:21:95	Samsung Electronics Co.,Ltd
18:22:7E	Samsung Electronics Co.,Ltd
18:26:54	Samsung Electronics Co.,Ltd
18:26:66	Samsung Electronics Co.,Ltd
18:2A:57	Huawei Technologies Co.,Ltd
18:31:BF	ASUSTek COMPUTER INC.
18:33:86	Huawei Technologies Co.,Ltd
18:34:51	Apple, Inc.
18:3A:2D	Samsung Electronics Co.,Ltd
18:3C:B7	Huawei Device Co., Ltd.
18:3D:5E	Huawei Technologies Co.,Ltd
18:3E:EF	Apple, Inc.
18:3F:47	Samsung Electronics Co.,Ltd
18:3F:70	Apple, Inc.
18:44:E6	zte corporation
18:46:17	Samsung Electronics Co.,Ltd
18:4A:53	Apple, Inc.
18:4E:16	Samsung Electronics Co.,Ltd
18:4E:CB	Samsung Electronics Co.,Ltd
18:53:45	Nokia
18:54:CF	Samsung Electronics Co.,Ltd
18:55:E3	Apple, Inc.
18:56:44	Huawei Technologies Co.,Ltd
18:56:C3	Apple, Inc.
18:59:36	Xiaomi Communications Co Ltd
18:5B:00	Nokia
18:5B:B3	Samsung Electronics Co.,Ltd
18:5E:0B	zte corporation
18:65:90	Apple, Inc.
18:67:B0	Samsung Electronics Co.,Ltd
18:68:6A	zte corporation
18:69:D4	Samsung Electronics Co.,Ltd
18:70:3B	Huawei Device Co., Ltd.
18:79:FD	zte corporation
18:7E:B9	Apple, Inc.
18:81:0E	Apple, Inc.
18:83:31	Samsung Electronics Co.,Ltd
18:86:AC	Nokia Danmark A/S
18:86:C3	Nokia
18:87:40	Xiaomi Communications Co Ltd
18:87:96	HTC Corporation
18:89:5B	Samsung Electronics Co.,Ltd
18:9E:2C	Huawei Device Co., Ltd.
18:9E:FC	Apple, Inc.
18:AA:0F	Huawei Device Co., Ltd.
18:AB:1D	Samsung Electronics Co.,Ltd
18:AC:C2	TCL King Electrical Appliances(Huizhou)Co.,Ltd
18:AF:61	Apple, Inc.
18:AF:8F	Apple, Inc.
18:B0:A4	zte corporation
18:B6:57	Huawei Technologies Co.,Ltd
18:BB:1C	Huawei Device Co., Ltd.
18:BB:41	Huawei Device Co., Ltd.
18:BF:B3	Samsung Electronics Co., Ltd., Memory Division
18:C0:07	Huawei Device Co., Ltd.
18:C3:00	Nokia
18:C5:8A	Huawei Technologies Co.,Ltd
18:CA:A7	zte corporation
18:CE:94	Samsung Electronics Co.,Ltd
18:CF:24	Huawei Technologies Co.,Ltd
18:D0:C5	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
18:D2:76	Huawei Technologies Co.,Ltd
18:D6:DD	Huawei Technologies Co.,Ltd
18:D7:17	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
18:D9:8F	Huawei Device Co., Ltd.
18:DE:D7	Huawei Technologies Co.,Ltd
18:E2:15	Nokia
18:E2:9F	vivo Mobile Communication Co., Ltd.
18:E2:C2	Samsung Electronics Co.,Ltd
18:E6:71	Apple, Inc.
18:E7:77	vivo Mobile Communication Co., Ltd.
18:E7:B0	Apple, Inc.
18:E7:F4	Apple, Inc.
18:E9:1D	Huawei Technologies Co.,Ltd
18:EE:69	Apple, Inc.
18:F0:E4	Xiaomi Communications Co Ltd
18:F1:D8	Apple, Inc.
18:F6:43	Apple, Inc.
18:FA:B7	Apple, Inc.
1C:02:19	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
1C:08:C1	LG Innotek
1C:0D:7D	Apple, Inc.
1C:0E:AF	Huawei Device Co., Ltd.
1C:0E:C2	Apple, Inc.
1C:11:2F	vivo Mobile Communication Co., Ltd.
1C:13:86	Huawei Device Co., Ltd.
1C:13:FA	Huawei Device Co., Ltd.
1C:15:1F	Huawei Technologies Co.,Ltd
1C:1A:C0	Apple, Inc.
1C:1D:67	Huawei Technologies Co.,Ltd
1C:1D:D3	Apple, Inc.
1C:1F:F1	Huawei Device Co., Ltd.
1C:20:DB	Huawei Technologies Co.,Ltd
1C:23:2C	Samsung Electronics Co.,Ltd
1C:27:04	zte corporation
1C:2A:8B	Nokia
1C:2A:B0	Beijing Xiaomi Electronics Co.,Ltd
1C:32:AC	Huawei Technologies Co.,Ltd
1C:36:BB	Apple, Inc.
1C:3A:DE	Samsung Electronics Co.,Ltd
1C:3C:78	Apple, Inc.
1C:3C:D4	Huawei Technologies Co.,Ltd
1C:3D:2F	Huawei Technologies Co.,Ltd
1C:42:7D	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
1C:43:63	Huawei Technologies Co.,Ltd
1C:47:2F	Huawei Device Co., Ltd.
1C:48:CE	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
1C:53:F9	Google, Inc.
1C:56:FE	Motorola Mobility LLC, a Lenovo Company
1C:57:DC	Apple, Inc.
1C:59:9B	Huawei Technologies Co.,Ltd
1C:5A:3E	Samsung Electronics Co.,Ltd
1C:5C:F2	Apple, Inc.
1C:61:BF	Apple, Inc.
1C:62:7E	Huawei Technologies Co.,Ltd
1C:62:B8	Samsung Electronics Co.,Ltd
1C:64:F0	Motorola Mobility LLC, a Lenovo Company
1C:66:AA	Samsung Electronics Co.,Ltd
1C:67:4A	zte corporation
1C:67:58	Huawei Technologies Co.,Ltd
1C:69:A5	BlackBerry RTS
1C:6A:76	Apple, Inc.
1C:70:55	Huawei Technologies Co.,Ltd
1C:71:25	Apple, Inc.
1C:73:E2	Huawei Technologies Co.,Ltd
1C:76:F2	Samsung Electronics Co.,Ltd
1C:77:54	Apple, Inc.
1C:77:F6	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
1C:7A:43	vivo Mobile Communication Co., Ltd.
1C:7A:CF	vivo Mobile Communication Co., Ltd.
1C:7B:21	Sony Corporation
1C:7F:2C	Huawei Technologies Co.,Ltd
1C:86:82	Apple, Inc.
1C:86:9A	Samsung Electronics Co.,Ltd
1C:87:2C	ASUSTek COMPUTER INC.
1C:8B:EF	Beijing Xiaomi Electronics Co.,Ltd
1C:8E:2A	Apple, Inc.
1C:8E:5C	Huawei Technologies Co.,Ltd
1C:91:48	Apple, Inc.
1C:91:80	Apple, Inc.
1C:99:DB	Huawei Technologies Co.,Ltd
1C:9E:46	Apple, Inc.
1C:A6:81	Huawei Technologies Co.,Ltd
1C:AB:A7	Apple, Inc.
1C:AE:CB	Huawei Technologies Co.,Ltd
1C:AF:05	Samsung Electronics Co.,Ltd
1C:AF:4A	Samsung Electronics Co.,Ltd
1C:B0:94	HTC Corporation
1C:B3:C9	Apple, Inc.
1C:B4:6C	Huawei Technologies Co.,Ltd
1C:B7:2C	ASUSTek COMPUTER INC.
1C:B7:96	Huawei Technologies Co.,Ltd
1C:C3:EB	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
1C:C9:92	Honor Device Co., Ltd.
1C:CC:D6	Xiaomi Communications Co Ltd
1C:D1:07	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
1C:D3:AF	LG Innotek
1C:DA:27	vivo Mobile Communication Co., Ltd.
1C:DD:EA	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
1C:E2:09	Apple, Inc.
1C:E5:04	Huawei Technologies Co.,Ltd
1C:E5:7F	Samsung Electronics Co.,Ltd
1C:E6:1D	Samsung Electronics Co.,Ltd
1C:E6:2B	Apple, Inc.
1C:E6:39	Huawei Technologies Co.,Ltd
1C:E6:AD	Huawei Device Co., Ltd.
1C:EA:1B	Nokia
1C:EA:AC	Beijing Xiaomi Mobile Software Co., Ltd
1C:F2:9A	Google, Inc.
1C:F4:2B	Huawei Device Co., Ltd.
1C:F6:4C	Apple, Inc.
1C:F8:D0	Samsung Electronics Co.,Ltd
1C:F9:D5	Apple, Inc.
1C:FC:2A	Huawei Technologies Co.,Ltd
1C:FF:AD	Huawei Technologies Co.,Ltd
20:04:84	Apple, Inc.
20:04:F3	Honor Device Co., Ltd.
20:08:89	zte corporation
20:08:ED	Huawei Technologies Co.,Ltd
20:0B:C7	Huawei Technologies Co.,Ltd
20:0E:2B	Apple, Inc.
20:10:8A	zte corporation
20:13:E0	Samsung Electronics Co.,Ltd
20:14:C4	Huawei Technologies Co.,Ltd
20:15:82	Apple, Inc.
20:15:DE	Samsung Electronics Co.,Ltd
20:17:42	LG Electronics
20:1A:94	Apple, Inc.
20:1E:1D	Huawei Technologies Co.,Ltd
20:1F:3B	Google, Inc.
20:20:51	zte corporation
20:21:A5	LG Electronics (Mobile Communications)
20:25:CC	Xiaomi Communications Co Ltd
20:28:3E	Huawei Technologies Co.,Ltd
20:2B:C1	Huawei Technologies Co.,Ltd
20:2D:07	Samsung Electronics Co.,Ltd
20:2D:F6	Apple, Inc.
20:31:1C	vivo Mobile Communication Co., Ltd.
20:32:6C	Samsung Electronics Co.,Ltd
20:32:C6	Apple, Inc.
20:34:62	Xiaomi Communications Co Ltd
20:34:FB	Xiaomi Communications Co Ltd
20:36:D0	Motorola Mobility LLC, a Lenovo Company
20:37:A5	Apple, Inc.
20:3A:EB	zte corporation
20:3B:34	Xiaomi Communications Co Ltd
20:3B:67	Samsung Electronics Co.,Ltd
20:3B:69	vivo Mobile Communication Co., Ltd.
20:3C:AE	Apple, Inc.
20:3D:B2	Huawei Technologies Co.,Ltd
20:3D:BD	LG Innotek
20:46:3A	Apple, Inc.
20:47:DA	Xiaomi Communications Co Ltd
20:53:83	Huawei Technologies Co.,Ltd
20:54:76	Sony Corporation
20:54:FA	Huawei Technologies Co.,Ltd
20:55:31	Samsung Electronics Co.,Ltd
20:5A:1D	zte corporation
20:5D:47	vivo Mobile Communication Co., Ltd.
20:5E:64	Huawei Device Co., Ltd.
20:5E:97	Nokia
20:5E:F7	Samsung Electronics Co.,Ltd
20:64:CB	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
20:65:8E	Huawei Technologies Co.,Ltd
20:69:80	Apple, Inc.
20:6B:D5	vivo Mobile Communication Co., Ltd.
20:6B:F4	Huawei Device Co., Ltd.
20:6E:9C	Samsung Electronics Co.,Ltd
20:72:A9	Beijing Xiaomi Electronics Co.,Ltd
20:74:54	vivo Mobile Communication Co., Ltd.
20:76:8F	Apple, Inc.
20:76:93	Lenovo (Beijing) Limited.
20:78:52	Nokia Solutions and Networks GmbH & Co. KG
20:78:CD	Apple, Inc.
20:78:F0	Apple, Inc.
20:7D:74	Apple, Inc.
20:82:6A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
20:82:C0	Xiaomi Communications Co Ltd
20:87:EC	Huawei Technologies Co.,Ltd
20:89:86	zte corporation
20:8C:86	Huawei Technologies Co.,Ltd
20:91:DF	Apple, Inc.
20:99:52	Xiaomi Communications Co Ltd
20:9B:CD	Apple, Inc.
20:A2:00	Huawei Technologies Co.,Ltd
20:A2:E4	Apple, Inc.
20:A5:CB	Apple, Inc.
20:A6:0C	Xiaomi Communications Co Ltd
20:A6:80	Huawei Technologies Co.,Ltd
20:A7:66	Huawei Technologies Co.,Ltd
20:A8:BF	Huawei Technologies Co.,Ltd
20:AB:37	Apple, Inc.
20:AB:48	Huawei Technologies Co.,Ltd
20:B8:68	Motorola Mobility LLC, a Lenovo Company
20:C2:B0	Huawei Technologies Co.,Ltd
20:C9:D0	Apple, Inc.
20:CD:6E	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
20:CF:30	ASUSTek COMPUTER INC.
20:D3:90	Samsung Electronics Co.,Ltd
20:D5:BF	Samsung Electronics Co.,Ltd
20:D6:07	Nokia Corporation
20:DA:22	Huawei Technologies Co.,Ltd
20:DB:AB	Samsung Electronics Co., Ltd.
20:DC:FD	Huawei Device Co., Ltd.
20:DE:1E	Nokia
20:DF:73	Huawei Technologies Co.,Ltd
20:DF:B9	Google, Inc.
20:E0:9C	Nokia
20:E2:A8	Apple, Inc.
20:E4:6F	vivo Mobile Communication Co., Ltd.
20:E8:74	Apple, Inc.
20:E8:82	zte corporation
20:EE:28	Apple, Inc.
20:F0:94	Google, Inc.
20:F1:7C	Huawei Technologies Co.,Ltd
20:F3:07	zte corporation
20:F3:A3	Huawei Technologies Co.,Ltd
20:F4:4F	Nokia
20:F4:78	Xiaomi Communications Co Ltd
20:F4:D4	Apple, Inc.
20:F7:7C	vivo Mobile Communication Co., Ltd.
20:FA:85	Apple, Inc.
24:00:BA	Huawei Technologies Co.,Ltd
24:01:6F	Huawei Device Co., Ltd.
24:05:88	Google, Inc.
24:06:AA	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:09:35	Samsung Electronics Co.,Ltd
24:09:95	Huawei Technologies Co.,Ltd
24:0A:3F	Samsung Electronics Co.,Ltd
24:11:45	Xiaomi Communications Co Ltd
24:11:53	Samsung Electronics Co.,Ltd
24:15:51	Huawei Device Co., Ltd.
24:16:6D	Huawei Technologies Co.,Ltd
24:1A:E6	Huawei Device Co., Ltd.
24:1B:7A	Apple, Inc.
24:1E:EB	Apple, Inc.
24:1F:A0	Huawei Technologies Co.,Ltd
24:21:24	Nokia
24:21:AB	Sony Corporation
24:23:61	vivo Mobile Communication Co., Ltd.
24:24:0E	Apple, Inc.
24:24:B7	Samsung Electronics Co.,Ltd
24:26:42	SHARP Corporation.
24:26:D6	Huawei Technologies Co.,Ltd
24:27:E5	Huawei Device Co., Ltd.
24:29:34	Google, Inc.
24:29:B0	Huawei Technologies Co.,Ltd
24:2E:02	Huawei Technologies Co.,Ltd
24:30:F8	Huawei Device Co., Ltd.
24:31:54	Huawei Technologies Co.,Ltd
24:31:84	SHARP Corporation
24:3F:AA	Huawei Device Co., Ltd.
24:44:27	Huawei Technologies Co.,Ltd
24:45:6B	Huawei Device Co., Ltd.
24:46:C8	Motorola Mobility LLC, a Lenovo Company
24:46:E4	Huawei Technologies Co.,Ltd
24:48:85	Huawei Device Co., Ltd.
24:4B:03	Samsung Electronics Co.,Ltd
24:4B:81	Samsung Electronics Co.,Ltd
24:4B:F1	Huawei Technologies Co.,Ltd
24:4B:FE	ASUSTek COMPUTER INC.
24:4C:07	Huawei Technologies Co.,Ltd
24:55:9A	Apple, Inc.
24:58:6E	zte corporation
24:5A:B5	Samsung Electronics Co.,Ltd
24:5B:A7	Apple, Inc.
24:5C:C5	Huawei Device Co., Ltd.
24:5E:48	Apple, Inc.
24:5F:9F	Huawei Device Co., Ltd.
24:60:78	Huawei Technologies Co.,Ltd
24:60:B3	Samsung Electronics Co.,Ltd
24:62:C6	Huawei Device Co., Ltd.
24:64:9F	Huawei Device Co., Ltd.
24:68:B0	Samsung Electronics Co.,Ltd
24:69:A5	Huawei Technologies Co.,Ltd
24:6C:60	Huawei Device Co., Ltd.
24:6D:10	Apple, Inc.
24:6F:8C	Huawei Device Co., Ltd.
24:75:3A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:75:B3	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:75:FC	zte corporation
24:76:45	Huawei Device Co., Ltd.
24:78:EF	Nokia
24:79:F3	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:7E:51	zte corporation
24:7F:3C	Huawei Technologies Co.,Ltd
24:81:C7	Huawei Device Co., Ltd.
24:82:CA	vivo Mobile Communication Co., Ltd.
24:91:BB	Huawei Technologies Co.,Ltd
24:92:0E	Samsung Electronics Co.,Ltd
24:95:2F	Google, Inc.
24:97:45	Huawei Technologies Co.,Ltd
24:9E:AB	Huawei Technologies Co.,Ltd
24:A0:74	Apple, Inc.
24:A2:E1	Apple, Inc.
24:A4:52	Samsung Electronics Co.,Ltd
24:A4:87	Huawei Device Co., Ltd.
24:A5:2C	Huawei Technologies Co.,Ltd
24:A6:5E	zte corporation
24:A7:99	Huawei Device Co., Ltd.
24:AB:81	Apple, Inc.
24:AE:CC	Honor Device Co., Ltd.
24:B3:39	Apple, Inc.
24:B5:B9	Motorola Mobility LLC, a Lenovo Company
24:BC:F8	Huawei Technologies Co.,Ltd
24:C4:4A	zte corporation
24:C6:13	Samsung Electronics Co.,Ltd
24:C6:96	Samsung Electronics Co.,Ltd
24:CF:24	Beijing Xiaomi Mobile Software Co., Ltd
24:D0:DF	Apple, Inc.
24:D3:37	Xiaomi Communications Co Ltd
24:D3:F2	zte corporation
24:D5:3B	Motorola Mobility LLC, a Lenovo Company
24:DA:33	Huawei Technologies Co.,Ltd
24:DA:9B	Motorola Mobility LLC, a Lenovo Company
24:DB:AC	Huawei Technologies Co.,Ltd
24:DB:ED	Samsung Electronics Co.,Ltd
24:DE:8A	Nokia Solutions and Networks GmbH & Co. KG
24:DE:EB	Huawei Technologies Co.,Ltd
24:DF:6A	Huawei Technologies Co.,Ltd
24:E2:9D	Huawei Device Co., Ltd.
24:E3:14	Apple, Inc.
24:E5:0F	Google, Inc.
24:E8:53	LG Innotek
24:E9:CA	Huawei Device Co., Ltd.
24:EB:ED	Huawei Technologies Co.,Ltd
24:F0:94	Apple, Inc.
24:F0:D3	Samsung Electronics Co.,Ltd
24:F4:0A	Samsung Electronics Co.,Ltd
24:F5:AA	Samsung Electronics Co.,Ltd
24:F6:03	Huawei Technologies Co.,Ltd
24:F6:77	Apple, Inc.
24:F6:8D	Nokia
24:FB:65	Huawei Technologies Co.,Ltd
24:FC:E5	Samsung Electronics Co.,Ltd
28:01:1C	zte corporation
28:02:2E	Apple, Inc.
28:02:44	Apple, Inc.
28:02:D8	Samsung Electronics Co.,Ltd
28:07:08	Samsung Electronics Co.,Ltd
28:0B:5C	Apple, Inc.
28:0D:FC	Sony Interactive Entertainment Inc.
28:0F:EB	LG Innotek
28:11:EC	Huawei Technologies Co.,Ltd
28:12:93	Honor Device Co., Ltd.
28:12:D0	Motorola Mobility LLC, a Lenovo Company
28:16:7F	Xiaomi Communications Co Ltd
28:17:09	Huawei Technologies Co.,Ltd
28:1D:FB	Huawei Technologies Co.,Ltd
28:22:1E	Huawei Technologies Co.,Ltd
28:27:BF	Samsung Electronics Co.,Ltd
28:2B:96	Huawei Device Co., Ltd.
28:2C:C4	Huawei Technologies Co.,Ltd
28:2D:7F	Apple, Inc.
28:31:52	Huawei Technologies Co.,Ltd
28:31:66	vivo Mobile Communication Co., Ltd.
28:31:F8	Huawei Technologies Co.,Ltd
28:33:34	Huawei Device Co., Ltd.
28:34:FF	Apple, Inc.
28:35:3A	Huawei Technologies Co.,Ltd
28:36:F0	Huawei Device Co., Ltd.
28:37:37	Apple, Inc.
28:39:5E	Samsung Electronics Co.,Ltd
28:3C:E4	Huawei Technologies Co.,Ltd
28:3D:C2	Samsung Electronics Co.,Ltd
28:3F:69	Sony Corporation
28:40:DD	Sony Interactive Entertainment Inc.
28:41:C6	Huawei Technologies Co.,Ltd
28:41:EC	Huawei Technologies Co.,Ltd
28:44:F4	Honor Device Co., Ltd.
28:45:AC	Huawei Device Co., Ltd.
28:47:AA	Nokia Corporation
28:48:E7	Huawei Device Co., Ltd.
28:4B:54	Apple, Inc.
28:4D:7D	zte corporation
28:4E:44	Huawei Technologies Co.,Ltd
28:53:4E	Huawei Technologies Co.,Ltd
28:54:71	Huawei Device Co., Ltd.
28:57:5D	Apple, Inc.
28:59:23	Xiaomi Communications Co Ltd
28:5A:EB	Apple, Inc.
28:5F:DB	Huawei Technologies Co.,Ltd
28:64:B0	Huawei Device Co., Ltd.
